sentences,labels
"['(', 'side', ')']","['X', 'X', 'X']"
"['导航', '去', '苏州', '湾', '景', '苑']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '回龙', '观', '龙', '锦', '苑', '一', '区']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['打开', '导航']","['IO', 'IN']"
"['我', '要', '去', '溆浦县']","['X', 'X', 'X', 'IG']"
['第一个'],['IP']
"['拉萨市', '瑞峰', '宾馆']","['IA', 'IA', 'IA']"
['第一个'],['IP']
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['舜', '都', '法院']","['IA', 'IA', 'IA']"
['回家'],['X']
"['妈', '的']","['X', 'X']"
"['我', '要', '去', '花果园', '购物中心']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '回家']","['X', 'X', 'X']"
"['黄河路', '新华书店']","['IA', 'IA']"
"['绵阳市', '王', '宏', '四', 's', '店']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
"['去', '佳', '福', '雅', '苑']","['X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '深圳市', '(', 'unknown', ')']","['IO', 'X', 'IG', 'X', 'X', 'X']"
['确定'],['X']
"['去', '廊坊市', '政府']","['X', 'IG', 'IG']"
"['导航', '到', '赣州市', '于都县']","['IO', 'X', 'IG', 'IG']"
"['找', '一个', '附近', '的', '新华书店']","['IO', 'X', 'IK', 'X', 'IC']"
"['去', '海德', '北岸', '城']","['X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '青浦', '路', '与', '西安', '大路', '交汇']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['关闭', '简易', '导航']","['IO', 'IN', 'IN']"
"['去', '崔', '家', '集镇']","['X', 'IG', 'IG', 'IG']"
"['去', '河源', '逸', '龙湾']","['X', 'IG', 'IG', 'IG']"
"['开始', '导航']","['IO', 'IO']"
"['帮', '我', '导航', '到', '象', '湖', '壹', '号']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['去', '豪', '城', '大酒店']","['X', 'IG', 'IG', 'IG']"
"['泗洪县', '在', '哪边']","['IA', 'X', 'X']"
"['去', '赣州', '西', '收费站']","['X', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['我', '要', '去', '第一个']","['X', 'X', 'X', 'IP']"
"['止', '导航']","['X', 'IO']"
"['导航', '去', '青青', '家园']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '中科实业']","['IO', 'X', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['(', 'unknown', ')', '上海路', '九号']","['X', 'X', 'X', 'IA', 'IA']"
['第一个'],['IP']
"['取消', '导航']","['IO', 'IN']"
['第一个'],['IP']
"['去', '国', '山', '中心']","['X', 'IG', 'IG', 'IG']"
"['石', '兴', '村']","['IA', 'IA', 'IA']"
['一个'],['X']
['第二个'],['IP']
['第一个'],['IP']
"['到', '建德', '市场', '横', '岗', '电影院']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['退出', '高德', '地图']","['IO', 'IN', 'IN']"
"['去', '东陵', '大道']","['X', 'IG', 'IG']"
"['打电话', '给', '幺', '零', '零八', '六']","['X', 'X', 'X', 'X', 'X', 'X']"
"['去', '桐乡', '桐', '南', '小区']","['X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'robot', ')', '我', '知道', '岚县', '的', '土豆', '非常', '好吃', '啊', '土豆', '有', '土豆', '(', 'unknown', ')', '，', '返回']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IO']"
['没有'],['X']
"['(', 'side', ')', '你', '叫', '小乐', '你', '好', '或者说', '手', '点', '这个', '语音', '就', '可以', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '大齐', '塘']","['IO', 'X', 'IG', 'IG']"
"['(', 'side', ')', '点', '一下', '(', 'unknown', ')', '东门', '喽']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['导航', '到', '河滨', '公园']","['IO', 'X', 'IG', 'IG']"
"['去', '烟台', '海信', '天山', '郡']","['X', 'IG', 'IG', 'IG', 'IG']"
['导航'],['IO']
"['我', '要', '去', '轻工', '市场']","['X', 'X', 'X', 'IG', 'IG']"
"['要', '回', '新津县']","['X', 'X', 'IG']"
"['导航', '到', '湾仔']","['IO', 'X', 'IG']"
"['航', '去', '平', '凯']","['X', 'X', 'IG', 'IG']"
"['闭', '导航', '呃', '走']","['IO', 'IN', 'X', 'X']"
"['导航', '到', '五', '五星', '镇']","['IO', 'X', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
['确定'],['X']
"['打开', '导航']","['IO', 'IN']"
"['导航', '到', '翠屏', '湾', '花园']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '冠县']","['X', 'X', 'X', 'IG']"
"['啊', '春春', '融', '商务', '宾馆']","['X', 'IA', 'IA', 'IA', 'IA']"
"['恢复', '上一次', '导航']","['IO', 'X', 'IN']"
"['潍坊市', '人民政府']","['IA', 'IA']"
"['关闭', '导航']","['IO', 'IN']"
"['到', '晋江', '机场']","['X', 'IG', 'IG']"
"['请', '导航', '裕华', '广场']","['X', 'IO', 'IG', 'IG']"
"['关闭', '导航']","['IO', 'IN']"
"['广东省', '东莞市', '大岭山', '镇']","['IA', 'IA', 'IA', 'IA']"
"['导航', '到', '长', '光', '路上', '哪边', '有', '卖', '风筝', '店']","['IO', 'X', 'IG', 'IG', 'X', 'X', 'X', 'IA', 'IA', 'IA']"
"['神州', '神州', '回家']","['X', 'X', 'X']"
"['导航', '去', '森工', '总院']","['IO', 'X', 'IG', 'IG']"
"['导航', '到', '留影', '路']","['IO', 'X', 'IG', 'IG']"
"['大观', '区']","['IA', 'IA']"
['确定'],['X']
"['(', 'unknown', ')']","['X', 'X', 'X']"
['第一个'],['IP']
"['我', '要', '导航']","['X', 'X', 'IO']"
"['把', '导航', '关闭']","['X', 'IN', 'IO']"
"['到', '惠州', '西湖']","['X', 'IG', 'IG']"
"['导航', '珠江', '路']","['IO', 'IG', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['兰州', '省博物馆']","['IA', 'IA']"
"['关闭', '导航']","['IO', 'IN']"
['第四个'],['IP']
"['我', '要', '去', '国际', '会展中心']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '到', '佳木斯', '市集', '贤']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '去', '五路', '居', '红木', '家具城']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '盘江', '宾馆']","['IO', 'X', 'IG', 'IG']"
"['(', 'side', ')', '那', '现在', '打', '个', '电话', '试试', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['搜索', '灵石县']","['IO', 'IA']"
"['去', '第四个']","['X', 'IP']"
"['要', '去', '壶口', '瀑布']","['X', 'X', 'IG', 'IG']"
['第一个'],['IP']
"['这里', '就是', '定位']","['X', 'X', 'X']"
"['你', '好', '去', '市中区', '祁', '家', '庄']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['兰', '河', '乡']","['IA', 'IA', 'IA']"
"['导航', '去', '泸州市', '区']","['IO', 'X', 'IG', 'IG']"
"['寻找', '加油站']","['IO', 'IA']"
"['帮', '我', '导航', '到', '永兴', '龙门镇']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['闭', '导航']","['IO', 'IN']"
"['汽车', '园']","['IA', 'IA']"
"['第二个', '保险']","['IP', 'X']"
['第一个'],['IP']
"['我', '要', '去', '珍珠', '湾']","['X', 'X', 'X', 'IG', 'IG']"
"['我', '要', '去', '康', '盛', '工艺']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['放大', '导航']","['IO', 'IN']"
"['请问', '第一个']","['X', 'IP']"
"['(', 'unknown', ')', '车管所']","['X', 'X', 'X', 'IA']"
"['武汉市', '阳', '逻', '大桥']","['IA', 'IA', 'IA', 'IA']"
"['退出', '导航']","['IO', 'IN']"
"['到', '亳州', '火车站']","['X', 'IG', 'IG']"
"['平顺县', '生产资料']","['IA', 'IA']"
"['去', '导航']","['X', 'IO']"
['桃源村'],['IA']
"['导航', '到', '营', '苑', '南路']","['IO', 'X', 'IG', 'IG', 'IG']"
"['去', '北京']","['X', 'IG']"
"['辽源市', '水果', '批发', '市场', '导航']","['IG', 'IG', 'IG', 'IG', 'IO']"
"['请', '您', '帮', '我', '导航', '到', '呼和浩特', '新城区', '万豪', '大酒店']","['X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['退出', '导航']","['IO', 'IN']"
"['导航', '到', '托克逊', '服务区', '加气站']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '帮', '我', '导航', '到', '平', '铝', '国际', '大酒店']","['X', 'X', 'X', 'X', 'X', 'IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '棠', '下', '高速', '入口', 'g', '幺', '五']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['小米', '你', '好']","['X', 'X', 'X']"
['第一个'],['IP']
"['嗯', '导航', '到', '陕西', '榆林']","['X', 'IO', 'X', 'IG', 'IG']"
"['航程', '驾校']","['IA', 'IA']"
"['到', '宁', '化', '汽车站']","['X', 'IG', 'IG', 'IG']"
['第三个'],['IP']
"['京', '汇', '大厦']","['IA', 'IA', 'IA']"
"['正', '大庄园', '一期']","['IA', 'IA', 'IA']"
"['导航', '到', '佛山', '九江', '大桥']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
['回家'],['X']
['确定'],['X']
"['导航', '到', '昌平']","['IO', 'X', 'IG']"
['回家'],['X']
"['(', 'unknown', ')', '我', '要', '去', '新庄', '呃', '申', '港', '路', '二百九十八', '号']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['到', '芜湖市', '眼科', '医院']","['X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '日本']","['X', 'X', 'X', 'IG']"
['通榆县'],['IA']
"['导航', '到', '百', '大']","['IO', 'X', 'IG', 'IG']"
"['导航', '打开']","['IN', 'IO']"
"['导航', '去', '平邑县', '公安局']","['IO', 'X', 'IG', 'IG']"
"['你', '好', '小明', '我', '要', '去', '广州塔', '走', '高速']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IM', 'IM']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
['取消'],['IO']
"['我', '想', '去', '大寨', '路']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '洞庭山', '水厂']","['X', 'X', 'X', 'IA', 'IA']"
"['我', '想', '去', '通用', '汽配城']","['X', 'X', 'X', 'IG', 'IG']"
['导航'],['IO']
"['香樟', '路']","['IA', 'IA']"
"['导航', '去', '李', '沧', '万达', '广场']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['荔', '波', '县']","['IA', 'IA', 'IA']"
"['航', '到', '百', '伦', '广场']","['X', 'X', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['导航', '上城区', '卫生局', '卫生', '监督', '所']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['同济', '医院']","['IA', 'IA']"
"['(', 'side', ')', '(', 'dialect', ')', '，', '我', '到', '大鹏', '新区', '华', '强', '南路', '(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X', 'X', 'X', 'X']"
['确定'],['X']
"['我', '想', '去', '如', '家', '酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['好', '安', '机动车', '交易', '市场']","['IA', 'IA', 'IA', 'IA', 'IA']"
['盐城市'],['IA']
"['导航', '至', '中石化', '公司']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '昆明市', '官渡', '区', '东三环', '交通', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'X', 'X', 'X']"
"['我', '要', '去', '德', '克', '士']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['第一个', '第一个', '第一个']","['IP', 'IP', 'IP']"
"['我', '要', '去', '(', 'unknown', ')', '中学']","['X', 'X', 'X', 'X', 'X', 'X', 'IG']"
"['华威', '理工大学', '导航']","['IG', 'IG', 'IO']"
"['邢台', '站']","['IA', 'IA']"
"['去', '勃', '利城', '路', '第一', '中医院']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '到', '码头', '镇', '李家']","['X', 'X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '韶山']","['X', 'X', 'X', 'IG']"
"['广州', '汉', '景', '银矿']","['IA', 'IA', 'IA', 'IA']"
"['重庆市', '人民政府']","['IA', 'IA']"
"['导航', '去', '北京天安门']","['IO', 'X', 'IG']"
['第一个'],['IP']
"['我', '要', '去', '普', '晶', '电器']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['去', '重庆市']","['X', 'IG']"
"['退出', '导航']","['IO', 'IN']"
"['(', 'side', ')', '(', 'unknown', ')', '地方', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '第二个']","['X', 'IP']"
"['到', '十堰市', '老张', '摩', '配', '批发']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['建行', '建设银行']","['IA', 'IA']"
"['(', 'unknown', ')', '附近', '的', '快捷', '酒店']","['X', 'X', 'X', 'IB', 'X', 'IC', 'IC']"
"['导航', '到', '凯里市', '未来', '大道', '未来城']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '哈尔滨市']","['IO', 'X', 'IG']"
"['去', '河南省', '桐柏县']","['X', 'IG', 'IG']"
"['西', '大门']","['IA', 'IA']"
['第一个'],['IP']
"['导航', '马德里', '春天']","['IO', 'IG', 'IG']"
['第二个'],['IP']
"['海滩', '海滩']","['IA', 'IA']"
"['导航', '到', '肇庆', '车', '兄弟']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '到', '会展中心']","['X', 'X', 'X', 'IG']"
"['我', '要', '去', '人民医院']","['X', 'X', 'X', 'IG']"
"['导航', '高峡', '收', '停', '呃', '停车场']","['IO', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['(', 'unknown', ')', '导航']","['X', 'X', 'X', 'IO']"
"['把', '我', '带到', '陆良', '(', 'unknown', ')']","['X', 'X', 'X', 'IG', 'X', 'X', 'X']"
"['(', 'unknown', ')', '德', '龙路', '六十八号']","['X', 'X', 'X', 'IA', 'IA', 'IA']"
"['我', '要', '去', '延安']","['X', 'X', 'X', 'IG']"
"['导航', '到', '繁荣', '路', '和', '南湖', '中街']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '去', '自贡']","['X', 'X', 'IG']"
"['导航', '到', '乐', '佳', '山']","['IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '去', '哈尔滨市', '阿', '城区']","['IO', 'X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '(', 'unknown', ')', '不', '了', '我', '那个', '我', '亲家', '公', '过来', '了']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '乌镇']","['X', 'IG']"
"['导航', '中', '通', '快递']","['IO', 'IG', 'IG', 'IG']"
"['哪个', '也', '不', '去', '再见']","['X', 'X', 'X', 'X', 'X']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['关闭', '导航']","['IO', 'IN']"
"['我', '要', '去', '团结', '路']","['X', 'X', 'X', 'IG', 'IG']"
"['那个', '导航', '退出', '未来', '你', '好', '未来', '你', '好']","['X', 'IN', 'IO', 'X', 'X', 'X', 'X', 'X', 'X']"
"['去', '沈阳', '抚顺']","['X', 'IG', 'IG']"
"['(', 'side', ')', '(', 'dialect', ')']","['X', 'X', 'X', 'X', 'X', 'X']"
"['水口', '镇']","['IA', 'IA']"
"['导航', '去', '华', '海路']","['IO', 'X', 'IG', 'IG']"
['导航'],['IO']
"['退出', '导航', '系统']","['IO', 'IN', 'X']"
"['去', '药', '沈', '路']","['X', 'IG', 'IG', 'IG']"
"['(', 'side', ')', '，', '到', '大团']","['X', 'X', 'X', 'X', 'X', 'IG']"
"['(', 'noise', ')']","['X', 'X', 'X']"
"['小豆', '岭']","['IA', 'IA']"
"['(', 'noise', ')']","['X', 'X', 'X']"
"['导航', '去', '金牛', '花园']","['IO', 'X', 'IG', 'IG']"
['是'],['X']
['确定'],['X']
"['我', '要', '去', '怀远县']","['X', 'X', 'X', 'IG']"
"['你', '好', '捷', '渡']","['X', 'X', 'X', 'X']"
"['去', '北', '三环']","['X', 'IG', 'IG']"
"['我', '要', '去', '爱', '尚', '网', '咖']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '到', '昆阳镇', '南七', '家', '岩']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '光华', '路', '一号', '二十号', '二十', '所', '社区']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '到', '东', '环', '市场']","['X', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '朗月', '星城']","['X', 'X', 'X', 'IG', 'IG']"
"['亚明', '科', '汽车', '用品']","['IA', 'IA', 'IA', 'IA']"
"['请', '导航', '到', '浏阳市', '永安', '步行街']","['X', 'IO', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '二桥', '收费站']","['IO', 'X', 'IG', 'IG']"
"['确定', '确定']","['X', 'X']"
"['导航', '到', '昌黎县', '碣石山', '市场']","['IO', 'X', 'IG', 'IG', 'IG']"
"['帮', '我', '导航', '北京市', '通州区']","['X', 'X', 'IO', 'IG', 'IG']"
"['去', '乌兰察布', '化', '德', '县']","['X', 'IG', 'IG', 'IG', 'IG']"
['第一个'],['IP']
"['导航', '到', '淮北市', '相', '山区', '政府']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
"['取消', '导航']","['IO', 'IN']"
"['导航', '到', '内江', '动', '车站']","['IO', 'X', 'IG', 'IG', 'IG']"
"['到', '新疆', '水泥厂']","['X', 'IG', 'IG']"
['导航'],['IO']
"['导航', '到', '靓', '车', '族']","['IO', 'X', 'IG', 'IG', 'IG']"
"['我', '想', '去', '青海', '仁济医院']","['X', 'X', 'X', 'IG', 'IG']"
"['到', '兴仁']","['X', 'IG']"
"['们', '去', '贡', '溪', '梧州市']","['X', 'X', 'IG', 'IG', 'IG']"
"['高速', '优先']","['IM', 'IM']"
"['退出', '吧']","['IO', 'X']"
"['蓝天', '家园']","['IA', 'IA']"
"['打开', '导航']","['IO', 'IN']"
"['桥南', '醉', '八仙', '酒店', '导航']","['IG', 'IG', 'IG', 'IG', 'IO']"
"['我', '要', '去', '赵', '各', '庄']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '现在', '在', '什么', '地方']","['X', 'X', 'X', 'X', 'X']"
['导航'],['IO']
"['鱼', '斗', '路', '复地', '小区']","['IA', 'IA', 'IA', 'IA', 'IA']"
"['(', 'side', ')', '(', 'unknown', ')', '请', '用', '文明', '用语', '没有', '它', '停', '不', '了', '了', '你', '看', '(', 'unknown', ')']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
['取消'],['IO']
"['金', '实', '小区']","['IA', 'IA', 'IA']"
"['我', '要', '去', '遵义', '忠', '庄']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '天津']","['X', 'X', 'X', 'IG']"
"['我', '要', '去', '三', '岔', '社', '坦', '坪']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['济南', '趵突泉']","['IA', 'IA']"
"['去', '北京']","['X', 'IG']"
"['我', '要', '到', '良', '木', '缘']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['请', '给', '我', '导航', '南', '泰', '家属院']","['X', 'X', 'X', 'IO', 'IG', 'IG', 'IG']"
"['导航', '安康', '东']","['IO', 'IG', 'IG']"
"['(', 'side', ')']","['X', 'X', 'X']"
['第二个'],['IP']
"['导航', '到', '内江', '市', '卷子', '路', '长途汽车站']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['去', '(', 'unknown', ')', '大', '乡', '(', 'unknown', ')', '有限公司', '(', 'side', ')']","['X', 'X', 'X', 'X', 'IG', 'IG', 'X', 'X', 'X', 'IG', 'X', 'X', 'X']"
"['去', '常州市', '新', '北区', '太湖', '路', '九号']","['X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['在', '这个', '附近', '找', '一个', '(', 'unknown', ')']","['X', 'X', 'IK', 'IO', 'X', 'X', 'X', 'X']"
"['(', 'side', ')', '一', '直到', '马路', '边', '那个', '那', '这', '旁边', '的', '地', '是', '他', '的', '吗', '对', '也是', '(', 'unknown', ')', '的', '哦', '那', '还行', '但是', '工厂', '他', '拆', '不', '了', '工厂', '他', '拆', '不', '了', '工厂', '不是', '他', '的', '地盘', '你', '知道', '吗', '(', 'unknown', ')', '走回来', '这个', '地方', '距离', '(', 'unknown', ')', '对', '对', '对', '这个', '地方']","['X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X', 'X']"
"['打开', '双', '屿', '客运', '中心']","['X', 'X', 'X', 'X', 'X']"
"['导航', '到', '石桥', '镇']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '去', '凤凰', '鸡', '凤凰', '剧院']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['(', 'robot', ')', '好', '的', '播出']","['X', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '公', '桥', '超市']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '张家口', '打开']","['X', 'X', 'X', 'IG', 'IO']"
"['导航', '到', '昌吉市', '青少年宫']","['IO', 'X', 'IG', 'IG']"
"['我', '要', '回', '好', '力保']","['X', 'X', 'X', 'IG', 'IG']"
['回家'],['X']
"['武安', '市']","['IA', 'IA']"
"['四川', '恒德']","['IA', 'IA']"
"['东阳', '商', '街', '导航', '四']","['IG', 'IG', 'IG', 'IO', 'X']"
"['我', '要', '去', '平房区', '的', '金宝', '莉', '宾馆']","['X', 'X', 'X', 'IH', 'X', 'II', 'II', 'II']"
"['带', '我', '去', '梦回', '南国']","['X', 'X', 'X', 'IG', 'IG']"
"['导航', '去', '银泰', '城']","['IO', 'X', 'IG', 'IG']"
"['要', '去', '水域', '蓝', '湾']","['X', 'X', 'IG', 'IG', 'IG']"
"['我', '要', '去', '河南省', '南阳市', '淅', '川', '县', '五', '城镇', '马庄', '村']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['给', '我', '导航', '去', '绿林', '镇']","['X', 'X', 'IO', 'X', 'IG', 'IG']"
"['我', '要', '去']","['X', 'X', 'X']"
"['导航', '到', '大润发']","['IO', 'X', 'IG']"
"['请', '帮', '我', '导航', '一下', '到', '滇南']","['X', 'X', 'X', 'IO', 'X', 'X', 'IG']"
"['导航', '到', '小鱼', '馆']","['IO', 'X', 'IG', 'IG']"
['关闭'],['IO']
"['凉州', '区']","['IA', 'IA']"
"['我', '要', '去夏', '渡', '新城']","['X', 'X', 'X', 'IG', 'IG']"
['镇政府'],['IA']
"['附近', '的', '停车场']","['IK', 'X', 'IC']"
"['错', '了', '退出']","['X', 'X', 'IO']"
"['导航', '到', '车', '享', '家东', '汉阳', '路']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '去', '普洱市', '政府']","['X', 'X', 'X', 'IG', 'IG']"
"['宁夏', '(', 'unknown', ')', '公司', '第八', '分公司']","['IA', 'X', 'X', 'X', 'IA', 'IA', 'IA']"
"['我', '要', '去', '福州市', '湖头', '街', '七十号']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['兴盛', '寺']","['IA', 'IA']"
"['(', 'unknown', ')']","['X', 'X', 'X']"
"['哈尔滨', '数', '视', '朔', '胶', '厂']","['IA', 'IA', 'IA', 'IA', 'IA', 'IA']"
['第一个'],['IP']
"['寻找', '火花', '路']","['IO', 'IA', 'IA']"
"['江津', '区', '检察院']","['IA', 'IA', 'IA']"
"['请', '打开', '导航']","['X', 'IO', 'IN']"
"['我', '要', '去', '同心', '苑']","['X', 'X', 'X', 'IG', 'IG']"
"['(', 'unknown', ')', '渔港', '路', '四十号', '(', 'side', ')']","['X', 'X', 'X', 'IA', 'IA', 'IA', 'X', 'X', 'X']"
"['去', '张店', '村', '车', '家', '村']","['X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['你', '好', '远', '界']","['X', 'X', 'X', 'X']"
"['贵州省', '兴义市', '贞丰县']","['IA', 'IA', 'IA']"
['第一个'],['IP']
"['我', '要', '去', '福建省', '三明市', '沙县']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['小安', '你', '好', '我', '要', '去', '两', '心', '电子商务', '有限公司']","['X', 'X', 'X', 'X', 'X', 'X', 'IG', 'IG', 'IG', 'IG']"
"['海珠区', '广州市', '国际', '会展中心']","['IA', 'IA', 'IA', 'IA']"
['确定'],['X']
"['我', '要', '去', '武汉市', '洪', '山区', '南湖', '花园城', '大华', '南湖公园', '世家', '第三期']","['X', 'X', 'X', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['导航', '到', '长水']","['IO', 'X', 'IG']"
"['取消', '导航', '了', '从', '二级', '路上', '田阳']","['IO', 'IN', 'X', 'X', 'X', 'X', 'X']"
"['我', '要', '去', '仙', '金', '华天酒店']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
"['导航', '到', '临县', '人民', '保险公司']","['IO', 'X', 'IG', 'IG', 'IG']"
"['断桥', '残雪']","['IA', 'IA']"
"['导航', '到', '宜丰县', '鑫', '源', '化妆品', '店']","['IO', 'X', 'IG', 'IG', 'IG', 'IG', 'IG']"
"['我', '要', '回家']","['X', 'X', 'X']"
"['(', 'side', ')']","['X', 'X', 'X']"
"['三星', '手机', '维修', '店', '在', '哪里']","['IA', 'IA', 'IA', 'IA', 'X', 'X']"
"['我', '要', '到', '攀', '煤', '集团']","['X', 'X', 'X', 'IG', 'IG', 'IG']"
['农业银行'],['IA']
"['取消', '导航']","['IO', 'IN']"
"['导航', '去', '尚', '东', '庭', '西区']","['IO', 'X', 'IG', 'IG', 'IG', 'IG']"
